,0
2869,off
2870,on
2871,no
2872,up
2873,go
2874,on
2875,go
2876,right
2877,left
2878,yes
2879,right
2880,down
2881,down
2882,yes
2883,yes
2884,go
2885,up
2886,stop
2887,up
2888,down
2889,right
2890,right
2891,right
2892,up
2893,right
2894,right
2895,go
2896,right
2897,stop
2898,right
2899,up
2900,no
2901,off
2902,down
2903,go
2904,up
2905,down
2906,on
2907,up
2908,up
2909,stop
2910,go
2911,on
2912,down
2913,go
2914,stop
2915,right
2916,right
2917,no
2918,stop
2919,no
2920,go
2921,left
2922,left
2923,left
2924,right
2925,off
2926,on
2927,stop
2928,left
2929,right
2930,stop
2931,stop
2932,no
2933,go
2934,stop
2935,right
2936,right
2937,down
2938,right
2939,stop
2940,left
2941,yes
2942,on
2943,go
2944,go
2945,up
2946,off
2947,yes
2948,down
2949,right
2950,stop
2951,no
2952,go
2953,right
2954,stop
2955,right
2956,right
2957,off
2958,right
2959,off
2960,left
2961,on
2962,up
2963,left
2964,stop
2965,stop
2966,yes
2967,right
2968,right
2969,stop
2970,left
2971,go
2972,stop
2973,right
2974,right
2975,right
2976,left
2977,right
2978,right
2979,go
2980,yes
2981,stop
2982,stop
2983,right
2984,up
2985,up
2986,go
2987,off
2988,no
2989,up
2990,up
2991,go
2992,down
2993,go
2994,right
2995,go
2996,go
2997,right
2998,down
2999,up
3000,on
3001,no
3002,up
3003,yes
3004,go
3005,down
3006,down
3007,left
3008,down
3009,down
3010,on
3011,right
3012,right
3013,off
3014,on
3015,yes
3016,right
3017,off
3018,on
3019,up
3020,left
3021,go
3022,down
3023,on
3024,off
3025,yes
3026,stop
3027,up
3028,off
3029,left
3030,go
3031,yes
3032,stop
3033,stop
3034,down
3035,off
3036,stop
3037,yes
3038,off
3039,stop
3040,right
3041,right
3042,stop
3043,stop
3044,stop
3045,stop
3046,off
3047,stop
3048,right
3049,off
3050,no
3051,yes
3052,up
3053,go
3054,down
3055,off
3056,go
3057,off
3058,go
3059,yes
3060,left
3061,stop
3062,go
3063,on
3064,no
3065,right
3066,stop
3067,on
3068,up
3069,yes
3070,up
3071,right
3072,off
3073,no
3074,up
3075,no
3076,go
3077,left
3078,go
3079,left
3080,on
3081,off
3082,up
3083,off
3084,off
3085,on
3086,up
3087,no
3088,left
3089,right
3090,stop
3091,right
3092,up
3093,no
3094,down
3095,go
3096,on
3097,left
3098,down
3099,off
3100,go
3101,up
3102,stop
3103,down
3104,down
3105,go
3106,right
3107,right
3108,go
3109,off
3110,on
3111,right
3112,on
3113,left
3114,right
3115,left
3116,no
3117,left
3118,up
3119,no
3120,right
3121,stop
3122,right
3123,right
3124,on
3125,go
3126,right
3127,left
3128,go
3129,off
3130,no
3131,go
3132,no
3133,no
3134,off
3135,go
3136,stop
3137,stop
3138,no
3139,no
3140,on
3141,go
3142,on
3143,yes
3144,stop
3145,stop
3146,up
3147,stop
3148,right
3149,go
3150,left
3151,up
3152,stop
3153,up
3154,right
3155,up
3156,right
3157,right
3158,yes
3159,down
3160,go
3161,on
3162,down
3163,down
3164,no
3165,down
3166,down
3167,right
3168,down
3169,right
3170,right
3171,off
3172,yes
3173,right
3174,right
3175,go
3176,on
3177,right
3178,no
3179,up
3180,stop
3181,no
3182,no
3183,stop
3184,go
3185,yes
3186,no
3187,stop
3188,on
3189,right
3190,right
3191,left
3192,no
3193,left
3194,stop
3195,stop
3196,left
3197,stop
3198,right
3199,on
3200,yes
3201,stop
3202,up
3203,right
3204,go
3205,yes
3206,up
3207,go
3208,go
3209,off
3210,no
3211,up
3212,right
3213,no
3214,up
3215,right
3216,yes
3217,on
3218,yes
3219,up
3220,on
3221,up
3222,stop
3223,down
3224,left
3225,left
3226,off
3227,go
3228,down
3229,down
3230,stop
3231,go
3232,stop
3233,down
3234,stop
3235,left
3236,right
3237,yes
3238,on
3239,left
3240,stop
3241,yes
3242,up
3243,stop
3244,right
3245,yes
3246,on
3247,right
3248,right
3249,right
3250,go
3251,yes
3252,left
3253,no
3254,go
3255,on
3256,stop
3257,right
3258,left
3259,stop
3260,on
3261,no
3262,stop
3263,right
3264,go
3265,stop
3266,stop
3267,yes
3268,up
3269,right
3270,up
3271,left
3272,up
3273,stop
3274,on
3275,on
3276,right
3277,on
3278,right
3279,on
3280,on
3281,up
3282,right
3283,left
3284,on
3285,right
3286,right
3287,left
3288,no
3289,stop
3290,no
3291,no
3292,go
3293,stop
3294,right
3295,no
3296,off
3297,no
3298,up
3299,go
3300,down
3301,right
3302,no
3303,stop
3304,right
3305,go
3306,up
3307,go
3308,no
3309,stop
3310,left
3311,up
3312,down
3313,stop
3314,go
3315,no
3316,yes
3317,stop
3318,yes
3319,left
3320,down
3321,left
3322,stop
3323,yes
3324,right
3325,yes
3326,up
3327,go
3328,on
3329,right
3330,right
3331,up
3332,right
3333,stop
3334,right
3335,off
3336,no
3337,yes
3338,right
3339,right
3340,yes
3341,left
3342,off
3343,stop
3344,right
3345,down
3346,up
3347,down
3348,yes
3349,yes
3350,off
3351,up
3352,off
3353,yes
3354,on
3355,up
3356,left
3357,yes
3358,stop
3359,on
3360,stop
3361,down
3362,go
3363,up
3364,go
3365,go
3366,off
3367,right
3368,down
3369,no
3370,yes
3371,up
3372,no
3373,on
3374,up
3375,up
3376,go
3377,go
3378,go
3379,left
3380,stop
3381,right
3382,left
3383,right
3384,yes
3385,up
3386,right
3387,stop
3388,left
3389,right
3390,off
3391,right
3392,go
3393,up
3394,yes
3395,down
3396,off
3397,off
3398,down
3399,down
3400,down
3401,up
3402,up
3403,yes
3404,right
3405,left
3406,on
3407,right
3408,no
3409,yes
3410,stop
3411,left
3412,off
3413,down
3414,on
3415,on
3416,no
3417,go
3418,right
3419,yes
3420,go
3421,up
3422,no
3423,stop
3424,down
3425,right
3426,left
3427,up
3428,no
3429,off
3430,yes
3431,up
3432,on
3433,on
3434,right
3435,go
3436,up
3437,up
3438,stop
3439,right
3440,off
3441,go
3442,stop
3443,go
3444,up
3445,stop
3446,go
3447,right
3448,up
3449,yes
3450,stop
3451,stop
3452,yes
3453,left
3454,yes
3455,up
3456,up
3457,down
3458,yes
3459,up
3460,yes
3461,off
3462,left
3463,right
3464,stop
3465,yes
3466,down
3467,down
3468,down
3469,up
3470,down
3471,on
3472,off
3473,off
3474,on
3475,yes
3476,stop
3477,stop
3478,right
3479,right
3480,right
3481,on
3482,up
3483,left
3484,no
3485,left
3486,on
3487,right
3488,down
3489,go
3490,stop
3491,right
3492,down
3493,up
3494,on
3495,on
3496,on
3497,on
3498,no
3499,stop
3500,up
3501,go
3502,no
3503,yes
3504,on
3505,off
3506,go
3507,no
3508,down
3509,left
3510,go
3511,stop
3512,right
3513,right
3514,down
3515,left
3516,right
3517,go
3518,up
3519,yes
3520,left
3521,on
3522,left
3523,stop
3524,stop
3525,stop
3526,yes
3527,stop
3528,down
3529,go
3530,yes
3531,right
3532,off
3533,up
3534,stop
3535,right
3536,off
3537,go
3538,off
3539,stop
3540,yes
3541,no
3542,off
3543,stop
3544,right
3545,up
3546,on
3547,up
3548,stop
3549,left
3550,stop
3551,right
3552,up
3553,yes
3554,go
3555,go
3556,no
3557,up
3558,go
3559,no
3560,yes
3561,up
3562,on
3563,left
3564,stop
3565,go
3566,right
3567,yes
3568,right
3569,go
3570,up
3571,off
3572,go
3573,right
3574,stop
3575,yes
3576,right
3577,no
3578,left
3579,stop
3580,left
3581,up
3582,left
3583,yes
3584,up
3585,right
3586,on
3587,up
3588,on
3589,up
3590,off
3591,stop
3592,off
3593,go
3594,up
3595,yes
3596,yes
3597,up
3598,on
3599,go
3600,left
3601,no
3602,right
3603,up
3604,yes
3605,right
3606,right
3607,no
3608,stop
3609,on
3610,stop
3611,on
3612,on
3613,yes
3614,stop
3615,no
3616,no
3617,on
3618,yes
3619,right
3620,left
3621,no
3622,left
3623,right
3624,down
3625,left
3626,stop
3627,on
3628,down
3629,on
3630,yes
3631,go
3632,right
3633,up
3634,stop
3635,right
3636,on
3637,go
3638,stop
3639,no
3640,left
3641,off
3642,on
3643,go
3644,left
3645,go
3646,stop
3647,on
3648,off
3649,stop
3650,right
3651,left
3652,stop
3653,stop
3654,right
3655,up
3656,on
3657,on
3658,left
3659,no
3660,stop
3661,go
3662,right
3663,off
3664,up
3665,stop
3666,right
3667,right
3668,go
3669,go
3670,go
3671,no
3672,stop
3673,stop
3674,left
3675,go
3676,on
3677,go
3678,yes
3679,stop
3680,left
3681,up
3682,go
3683,on
3684,go
3685,on
3686,left
3687,yes
3688,up
3689,right
3690,left
3691,left
3692,no
3693,stop
3694,on
3695,stop
3696,off
3697,right
3698,go
3699,off
3700,on
3701,go
3702,down
3703,left
3704,yes
3705,stop
3706,no
3707,up
3708,right
3709,on
3710,go
3711,up
3712,off
3713,go
3714,off
3715,yes
3716,up
3717,on
3718,go
3719,right
3720,right
3721,stop
3722,left
3723,on
3724,on
3725,right
3726,on
3727,go
3728,right
3729,yes
3730,off
3731,stop
3732,right
3733,up
3734,yes
3735,on
3736,up
3737,no
3738,on
3739,no
3740,go
3741,up
3742,right
3743,right
3744,stop
3745,on
3746,go
3747,right
3748,right
3749,go
3750,off
3751,go
3752,off
3753,up
3754,left
3755,yes
3756,up
3757,right
3758,no
3759,off
3760,go
3761,go
3762,up
3763,no
3764,right
3765,left
3766,yes
3767,stop
3768,off
3769,up
3770,on
3771,right
3772,yes
3773,yes
3774,up
3775,go
3776,yes
3777,on
3778,no
3779,no
3780,stop
3781,yes
3782,go
3783,up
3784,stop
3785,up
3786,left
3787,up
3788,down
3789,go
3790,left
3791,on
3792,go
3793,go
3794,no
3795,up
3796,stop
3797,go
3798,right
3799,no
3800,go
3801,yes
3802,left
3803,right
3804,down
3805,left
3806,go
3807,go
3808,right
3809,left
3810,go
3811,off
3812,yes
3813,no
3814,left
3815,yes
3816,up
3817,go
3818,go
3819,on
3820,stop
3821,up
3822,left
3823,left
3824,right
3825,stop
3826,up
3827,right
3828,up
3829,up
3830,left
3831,right
3832,right
3833,down
3834,no
3835,go
3836,off
3837,off
3838,no
3839,go
3840,up
3841,right
3842,yes
3843,no
3844,down
3845,left
3846,on
3847,stop
3848,right
3849,right
3850,left
3851,off
3852,on
3853,right
3854,on
3855,off
3856,stop
3857,yes
3858,right
3859,on
3860,up
3861,stop
3862,off
3863,left
3864,right
3865,go
3866,yes
3867,stop
3868,right
3869,right
3870,yes
3871,left
3872,off
3873,go
3874,off
3875,go
3876,left
3877,off
3878,yes
3879,right
3880,down
3881,stop
3882,right
3883,yes
3884,on
3885,right
3886,go
3887,stop
3888,on
3889,go
3890,no
3891,on
3892,stop
3893,go
3894,left
3895,up
3896,go
3897,go
3898,down
3899,on
3900,right
3901,right
3902,off
3903,right
3904,no
3905,off
3906,up
3907,right
3908,up
3909,right
3910,no
3911,up
3912,yes
3913,left
3914,stop
3915,yes
3916,go
3917,right
3918,right
3919,left
3920,right
3921,up
3922,yes
3923,down
3924,down
3925,left
3926,right
3927,yes
3928,up
3929,off
3930,right
3931,on
3932,up
3933,go
3934,up
3935,go
3936,left
3937,no
3938,stop
3939,down
3940,right
3941,off
3942,down
3943,up
3944,go
3945,go
3946,go
3947,down
3948,up
3949,on
3950,down
3951,go
3952,up
3953,yes
3954,off
3955,go
3956,no
3957,off
3958,right
3959,left
3960,yes
3961,up
3962,yes
3963,go
3964,on
3965,stop
3966,stop
3967,yes
3968,yes
3969,right
3970,up
3971,go
3972,left
3973,up
3974,yes
3975,go
3976,right
3977,go
3978,on
3979,right
3980,right
3981,stop
3982,no
3983,down
3984,off
3985,yes
3986,go
3987,off
3988,yes
3989,down
3990,no
3991,go
3992,right
3993,yes
3994,go
3995,go
3996,off
3997,go
3998,down
3999,down
4000,go
4001,right
4002,yes
4003,yes
4004,up
4005,stop
4006,on
4007,yes
4008,go
4009,right
4010,down
4011,right
4012,right
4013,no
4014,go
4015,on
4016,stop
4017,yes
4018,go
4019,down
4020,yes
4021,stop
4022,right
4023,on
4024,on
4025,right
4026,stop
4027,right
4028,go
4029,left
4030,on
4031,go
4032,right
4033,stop
4034,on
4035,left
4036,yes
4037,go
4038,right
4039,right
4040,go
4041,go
4042,left
4043,off
4044,yes
4045,right
4046,up
4047,off
4048,up
4049,up
4050,stop
4051,down
4052,go
4053,right
4054,stop
4055,left
4056,on
4057,stop
4058,right
4059,go
4060,right
4061,left
4062,right
4063,go
4064,up
4065,go
4066,left
4067,off
4068,right
4069,yes
4070,right
4071,on
4072,right
4073,go
4074,stop
4075,on
4076,on
4077,no
4078,off
4079,stop
4080,off
4081,right
4082,left
4083,right
4084,stop
4085,stop
4086,no
4087,stop
4088,off
4089,on
4090,down
4091,up
4092,go
4093,go
4094,yes
4095,down
4096,up
4097,left
4098,left
4099,go
4100,off
4101,go
4102,yes
4103,yes
4104,down
4105,down
4106,no
4107,right
4108,up
4109,stop
4110,left
4111,down
4112,off
4113,down
4114,yes
4115,go
4116,yes
4117,on
4118,stop
4119,yes
4120,right
4121,go
4122,up
4123,stop
4124,yes
4125,right
4126,go
4127,up
4128,right
4129,stop
4130,down
4131,up
4132,stop
4133,go
4134,stop
4135,no
4136,up
4137,no
4138,go
4139,no
4140,stop
4141,yes
4142,yes
4143,on
4144,right
4145,on
4146,down
4147,down
4148,off
4149,up
4150,on
4151,yes
4152,right
4153,down
4154,off
4155,yes
4156,go
4157,down
4158,on
4159,off
4160,right
4161,no
4162,stop
4163,stop
4164,on
4165,yes
4166,go
4167,off
4168,left
4169,down
4170,on
4171,no
4172,up
4173,down
4174,right
4175,off
4176,up
4177,down
4178,go
4179,right
4180,stop
4181,off
4182,right
4183,right
4184,on
4185,stop
4186,right
4187,stop
4188,no
4189,no
4190,go
4191,off
4192,up
4193,off
4194,yes
4195,off
4196,stop
4197,right
4198,no
4199,up
4200,up
4201,up
4202,yes
4203,left
4204,no
4205,no
4206,up
4207,left
4208,off
4209,stop
4210,down
4211,stop
4212,off
4213,off
4214,left
4215,yes
4216,up
4217,up
4218,off
4219,stop
4220,yes
4221,go
4222,left
4223,stop
4224,off
4225,right
4226,down
4227,right
4228,up
4229,go
4230,left
4231,stop
4232,yes
4233,yes
4234,stop
4235,down
4236,yes
4237,yes
4238,yes
4239,stop
4240,on
4241,off
4242,on
4243,yes
4244,stop
4245,off
4246,right
4247,no
4248,no
4249,stop
4250,right
4251,off
4252,left
4253,yes
4254,right
4255,go
4256,no
4257,left
4258,yes
4259,go
4260,go
4261,down
4262,up
4263,yes
4264,on
4265,off
4266,go
4267,go
4268,on
4269,stop
4270,down
4271,stop
4272,off
4273,left
4274,yes
4275,left
4276,no
4277,down
4278,no
4279,right
4280,yes
4281,stop
4282,up
4283,on
4284,stop
4285,up
4286,yes
4287,off
4288,go
4289,go
4290,go
4291,go
4292,go
4293,go
4294,up
4295,left
4296,right
4297,right
4298,stop
4299,right
4300,down
4301,down
4302,down
4303,up
4304,stop
4305,go
4306,off
4307,yes
4308,go
4309,no
4310,stop
4311,on
4312,yes
4313,yes
4314,up
4315,off
4316,on
4317,yes
4318,right
4319,down
4320,stop
4321,yes
4322,on
4323,down
4324,no
4325,left
4326,stop
4327,stop
4328,yes
4329,off
4330,stop
4331,on
4332,go
4333,go
4334,down
4335,go
4336,up
4337,off
4338,up
4339,off
4340,down
4341,stop
4342,up
4343,up
4344,yes
4345,yes
4346,left
4347,left
4348,down
4349,left
4350,down
4351,no
4352,right
4353,left
4354,right
4355,on
4356,go
4357,up
4358,no
4359,right
4360,yes
4361,up
4362,off
4363,left
4364,yes
4365,no
4366,go
4367,stop
4368,off
4369,go
4370,on
4371,off
4372,down
4373,down
4374,right
4375,no
4376,up
4377,right
4378,down
4379,left
4380,no
4381,right
4382,right
4383,left
4384,right
4385,yes
4386,down
4387,off
4388,stop
4389,right
4390,left
4391,off
4392,off
4393,stop
4394,up
4395,on
4396,no
4397,up
4398,yes
4399,no
4400,up
4401,on
4402,up
4403,down
4404,on
4405,yes
4406,right
4407,up
4408,go
4409,up
4410,up
4411,stop
4412,on
4413,right
4414,left
4415,left
4416,off
4417,stop
4418,left
4419,off
4420,go
4421,right
4422,up
4423,off
4424,down
4425,no
4426,up
4427,left
4428,stop
4429,go
4430,up
4431,stop
4432,on
4433,stop
4434,left
4435,on
4436,yes
4437,yes
4438,go
4439,stop
4440,on
4441,go
4442,on
4443,up
4444,right
4445,stop
4446,off
4447,right
4448,left
4449,left
4450,yes
4451,no
4452,up
4453,no
4454,go
4455,on
4456,stop
4457,on
4458,on
4459,right
4460,left
4461,right
4462,yes
4463,go
4464,yes
4465,off
4466,off
4467,no
4468,right
4469,right
4470,left
4471,up
4472,right
4473,no
4474,go
4475,up
4476,stop
4477,up
4478,up
4479,off
4480,up
4481,left
4482,down
4483,go
4484,go
4485,left
4486,down
4487,stop
4488,down
4489,down
4490,left
4491,up
4492,yes
4493,no
4494,left
4495,left
4496,left
4497,down
4498,stop
4499,stop
4500,go
4501,left
4502,on
4503,on
4504,go
4505,no
4506,up
4507,up
4508,yes
4509,right
4510,yes
4511,on
4512,right
4513,left
4514,on
4515,stop
4516,go
4517,stop
4518,up
4519,right
4520,stop
4521,no
4522,stop
4523,go
4524,stop
4525,go
4526,right
4527,stop
4528,left
4529,up
4530,right
4531,off
4532,go
4533,no
4534,down
4535,on
4536,off
4537,left
4538,go
4539,right
4540,off
4541,go
4542,right
4543,down
4544,no
4545,left
4546,right
4547,no
4548,up
4549,down
4550,right
4551,down
4552,stop
4553,go
4554,right
4555,left
4556,on
4557,stop
4558,left
4559,on
4560,right
4561,off
4562,right
4563,down
4564,yes
4565,go
4566,no
4567,no
4568,up
4569,go
4570,right
4571,off
4572,no
4573,left
4574,go
4575,stop
4576,off
4577,left
4578,left
4579,up
4580,down
4581,yes
4582,right
4583,go
4584,left
4585,down
4586,right
4587,stop
4588,on
4589,stop
4590,right
4591,up
4592,left
4593,right
4594,no
4595,stop
4596,no
4597,down
4598,up
4599,stop
4600,yes
4601,stop
4602,yes
4603,yes
4604,on
4605,left
4606,on
4607,go
4608,go
4609,yes
4610,up
4611,down
4612,down
4613,yes
4614,up
4615,down
4616,right
4617,left
4618,right
4619,right
4620,no
4621,yes
4622,down
4623,right
4624,left
4625,go
4626,right
4627,left
4628,go
4629,up
4630,off
4631,go
4632,on
4633,up
4634,go
4635,off
4636,on
4637,no
4638,up
4639,yes
4640,right
4641,stop
4642,up
4643,right
4644,stop
4645,stop
4646,up
4647,on
4648,yes
4649,no
4650,down
4651,stop
4652,on
4653,down
4654,stop
4655,up
4656,on
4657,right
4658,stop
4659,right
4660,go
4661,no
4662,up
4663,off
4664,go
4665,stop
4666,no
4667,off
4668,down
4669,right
4670,no
4671,off
4672,up
4673,yes
4674,up
4675,off
4676,up
4677,left
4678,no
4679,yes
4680,down
4681,left
4682,down
4683,right
4684,no
4685,right
4686,yes
4687,right
4688,yes
4689,yes
4690,go
4691,right
4692,right
4693,yes
4694,up
4695,go
4696,right
4697,stop
4698,stop
4699,off
4700,stop
4701,right
4702,yes
4703,yes
4704,up
4705,no
4706,stop
4707,no
4708,on
4709,no
4710,up
4711,right
4712,yes
4713,go
4714,on
4715,stop
4716,right
4717,yes
4718,yes
4719,stop
4720,right
4721,off
4722,up
4723,yes
4724,go
4725,stop
4726,yes
4727,yes
4728,right
4729,go
4730,left
4731,right
4732,no
4733,stop
4734,stop
4735,yes
4736,left
4737,stop
4738,go
4739,on
4740,up
4741,right
4742,down
4743,up
4744,up
4745,on
4746,on
4747,on
4748,yes
4749,off
4750,right
4751,go
4752,right
4753,on
4754,yes
4755,on
4756,right
4757,no
4758,off
4759,left
4760,up
4761,go
4762,on
4763,yes
4764,stop
4765,yes
4766,on
4767,up
4768,on
4769,go
4770,no
4771,up
4772,no
4773,stop
4774,left
4775,go
4776,right
4777,yes
4778,off
4779,down
4780,no
4781,up
4782,no
4783,no
4784,right
4785,stop
4786,go
4787,up
4788,off
4789,no
4790,go
4791,no
4792,left
4793,right
4794,left
4795,off
4796,on
4797,right
4798,go
4799,stop
4800,stop
4801,down
4802,yes
4803,go
4804,no
4805,right
4806,right
4807,on
4808,yes
4809,go
4810,up
4811,yes
4812,on
4813,left
4814,up
4815,go
4816,yes
4817,right
4818,on
4819,on
4820,right
4821,yes
4822,right
4823,on
4824,go
4825,yes
4826,on
4827,off
4828,on
4829,on
4830,right
4831,right
4832,go
4833,stop
4834,up
4835,on
4836,go
4837,go
4838,up
4839,down
4840,go
4841,yes
4842,yes
4843,up
4844,yes
4845,right
4846,yes
4847,down
4848,on
4849,left
4850,left
4851,up
4852,up
4853,go
4854,left
4855,stop
4856,stop
4857,on
4858,yes
4859,up
4860,go
4861,yes
4862,on
4863,on
4864,go
4865,down
4866,right
4867,right
4868,right
4869,no
4870,go
4871,yes
4872,up
4873,no
4874,up
4875,right
4876,yes
4877,left
4878,up
4879,no
4880,go
4881,go
4882,stop
4883,left
4884,no
4885,yes
4886,right
4887,right
4888,up
4889,yes
4890,on
4891,up
4892,right
4893,right
4894,right
4895,down
4896,off
4897,right
4898,stop
4899,right
4900,yes
4901,on
4902,go
4903,off
4904,left
4905,yes
4906,up
4907,no
4908,off
4909,go
4910,right
4911,on
4912,off
4913,left
4914,yes
4915,left
4916,go
4917,stop
4918,right
4919,stop
4920,right
4921,right
4922,go
4923,right
4924,left
4925,left
4926,stop
4927,left
4928,right
4929,yes
4930,off
4931,left
4932,right
4933,go
4934,down
4935,on
4936,up
4937,on
4938,no
4939,stop
4940,stop
4941,left
4942,stop
4943,left
4944,right
4945,go
4946,no
4947,stop
4948,left
4949,up
4950,off
4951,right
4952,go
4953,up
4954,left
4955,go
4956,on
4957,down
4958,no
4959,stop
4960,left
4961,down
4962,on
4963,on
4964,up
4965,down
4966,right
4967,up
4968,stop
4969,go
4970,go
4971,go
4972,go
4973,no
4974,on
4975,on
4976,yes
4977,on
4978,go
4979,stop
4980,up
4981,up
4982,yes
4983,up
4984,no
4985,go
4986,left
4987,up
4988,stop
4989,right
4990,on
4991,yes
4992,stop
4993,yes
4994,right
4995,down
4996,go
4997,no
4998,no
4999,on
5000,left
5001,left
5002,up
5003,go
5004,no
5005,down
5006,up
5007,down
5008,right
5009,on
5010,right
5011,right
5012,down
5013,no
5014,left
5015,stop
5016,yes
5017,right
5018,right
5019,off
5020,stop
5021,stop
5022,up
5023,up
5024,right
5025,up
5026,right
5027,no
5028,stop
5029,down
5030,stop
5031,up
5032,yes
5033,down
5034,no
5035,no
5036,off
5037,on
